hold_days,ls_annual,ls_sharpe,ls_mdd,lo_annual,lo_sharpe,lo_mdd
1,0.014806264265118108,0.1715404737367144,-0.7876943224495137,0.45809398719924266,1.6896159597491471,-0.505093562382157
5,0.6142789330724838,2.9945384326875026,-0.2951976627073942,0.7029486586822575,2.406242765785633,-0.4445797037633234
10,0.37368956595924696,2.3112027704432663,-0.2734315721474638,0.4469488378572566,1.751331135884135,-0.4376918358794501
20,0.22780875075763296,1.7542539204751462,-0.24246116223393857,0.26762123348299593,1.1758625167950068,-0.46927825444110766
