,alpha001,alpha002,alpha003,alpha008,alpha011,alpha013,alpha014,alpha015,alpha018,alpha021,alpha023,alpha027,alpha045,alpha048,alpha049,alpha050,alpha051,alpha052,alpha053,alpha054,alpha055,alpha056,alpha068,alpha070,alpha071,alpha073,alpha075,alpha076,alpha077,alpha078,alpha079,alpha080,alpha081,alpha085,alpha086,alpha087,alpha096,alpha098,alpha100,alpha103,alpha108,alpha109,alpha110,alpha111,alpha113,alpha116,alpha120,alpha122,alpha124,alpha142,alpha144,alpha146,alpha147,alpha148,alpha160,alpha161,alpha162,alpha163,alpha164,alpha165,alpha166,alpha167,alpha168,alpha169,alpha170,alpha173,alpha174,alpha175,alpha176,alpha178,alpha183,alpha187
alpha144,0.5541855084737165,-0.03901816803574959,-0.34615131441983477,0.33589647902801567,-0.2375751744146916,-0.1186234352188578,-0.3369048824259305,0.16767345787170804,0.3045382190493831,0.5826438812382215,0.6262835991327402,-0.09801888526464142,-0.058347557388448525,0.4979117976128202,0.5708485400954161,0.6059682876550901,0.6418140160490847,0.3045382190493831,0.28076849952125404,0.31389588681357833,0.32460022177843506,0.355584517827172,0.18353791541185827,0.2625106470688847,0.2888107559727595,0.5826438812382215,0.6262835991327402,0.025482015202981746,0.011458948277523895,-0.002810932484478403,0.6235217780385043,0.6023431872100926,0.5694497093771859,-0.01066836120417303,0.13711015024946752,0.2860049614118102,0.5001337802894122,-0.08660833001528473,-0.13376689307988293,0.17136430070274936,0.018372342854836212,-0.11383029926372215,0.560927025772655,-0.08071552370701267,-0.0003582225943527686,0.5981165324424761,-0.007439118703404749,0.09526734620864313,0.05070080514268732,0.7394921800770825,1.0,0.6466354837979925,0.2046490367078544,0.9181226512860327,0.37871172904123906,-0.44577959440031484,0.4142338145872815,-0.46626535818713843,0.32757175003928807,-0.37193778080551865,0.3678376380066945,-0.4460489365129384,0.36003143043100383,-0.3562481803055294,0.3076863353712217,-0.046818939891019665,-0.3863669098581598,-0.4782377637213066,0.08207007715344632,0.0653087331346463,0.1690869532940592,0.09111521779690727
alpha146,0.49358745672128884,0.05946330433718372,-0.34401155223613955,0.3116976487635319,-0.3162708858790756,-0.133367114329804,-0.36092017566540097,0.11599423864289495,0.07964171840460588,0.32285155622464645,0.44962286980418076,0.0033801066198230556,-0.03266930401959629,0.2330024766776169,0.30255256029167255,0.3524723234960628,0.3837139276153687,0.07964171840460588,0.035063924065943705,0.026635563776300015,0.039741306477451194,0.02824956859501811,0.25155820879825236,0.31128117034256086,0.338404477408961,0.32285155622464645,0.44962286980418076,-0.12923533914092103,-0.14363467092471746,-0.15394217669264387,0.24526774131753815,0.2268107949008556,0.2057217742102909,0.12780934295940516,0.21958941146057387,0.28251424305149325,0.08731823446631204,-0.10648410698472643,-0.15553829594653906,0.15872276302788746,0.04089270665218055,-0.0666748139654996,0.43918788955764665,-0.12943157641499028,-0.0637523035202355,0.2926924092944065,0.106929914549492,0.089230211356634,-0.021780390961310073,0.6625358751517232,0.6466354837979925,1.0,0.16951370730254584,0.8174821989562392,0.371533074550566,-0.2627019756816637,0.2774601956235173,-0.2668936904233954,0.3246035628032956,-0.2722543427885282,0.2993877736559233,-0.28014205113713997,0.2170565427283474,-0.25988812234912356,0.12239110021402899,0.1055875055870563,0.023355714971410983,-0.043034632696875186,-0.09833795143248564,-0.014510801370719193,0.17132030651147895,0.05050816813791204
alpha147,0.3219218040480503,-0.23064529995108346,-0.5346603916963522,0.5941004969176688,-0.4513993441458433,0.1259139249495136,-0.5787577123548725,-0.21005836768041403,-0.11118151201634095,0.11716956798799348,0.21858846215855307,0.3000504653058079,0.065554031032139,0.44031560882962245,0.3940666661648596,0.37152686878212393,0.350202139747653,-0.11118151201634095,0.04025170233657378,0.07407311245244148,0.06116982573984925,0.10621496272219731,0.6890237890816474,0.6359063179693885,0.5990174201198903,0.11716956798799348,0.21858846215855307,0.021212344319252105,0.00790279300960762,-0.0013601859399370077,-0.031707866113840695,-0.05192504342166418,-0.06334223612831388,0.3438948381514916,0.374040104769879,0.3455273007454179,0.0011193352853224297,0.16989807882832475,0.0898036569435863,-0.09922761505626763,0.2633881699928857,-0.3466742422797883,0.3633524765067584,0.09706420279152822,-0.10283435354971807,0.24972893900479357,-0.056683428323350556,0.22705148374074408,0.4739369369818039,0.2917269965846529,0.2046490367078544,0.16951370730254584,1.0,0.2621429301888495,0.1703465160868712,-0.08010409712590147,0.08993341484566983,-0.07109078059052473,0.07663947854580508,-0.014073053476767579,0.09449436077794754,-0.03920007003789811,0.13796412320724397,-0.19237293226160876,0.10062476633108672,-0.04478970268842655,0.04838759125561575,0.034153376329761065,-0.244454568982909,0.2212938207973987,0.288493808051296,0.021005264346635102
alpha148,0.6634522736325292,-0.009393470379171863,-0.4676397970964781,0.4490524781556346,-0.38741390622915944,-0.12537566305032416,-0.4753127815951938,0.1419053575623284,0.22342482799196883,0.5412222944759282,0.6509912917255675,-0.06517664735344116,-0.06418745320355523,0.47073359580005125,0.552413756785811,0.6100837376382949,0.6458186234787775,0.22342482799196883,0.19806598382052323,0.2158422342619063,0.2350014091384974,0.2700015619531523,0.32374913233984737,0.40047953207295595,0.43503049818335815,0.5412222944759282,0.6509912917255675,-0.041240647826462154,-0.058317098286064926,-0.07303851988948944,0.5077404712018911,0.48261028502839254,0.4504108840963966,0.09417111800016917,0.2388185909957871,0.3589923000345942,0.3597235128947701,-0.09192966412517838,-0.14684194215989926,0.1710256692103328,0.05600081371822717,-0.1459582335418195,0.6486029846748828,-0.12720324380519593,0.0007344301337047684,0.5762196892394499,0.06320755786647375,0.09515096032201659,0.06071849016234911,0.8498131562358532,0.9181226512860327,0.8174821989562392,0.2621429301888495,1.0,0.46097221030779123,-0.44920294588807674,0.40725070849598055,-0.4407190597439955,0.37067841639544236,-0.36584860769588456,0.3987064542265671,-0.4323149850949966,0.3485274301950705,-0.37672681306476863,0.26959114833343645,0.014486326658757142,-0.22530022437955638,-0.31908645524095414,-0.01232147958477794,0.057389286179392665,0.2658735423983578,0.10686637326623209
alpha160,0.5231374380696979,-0.024318305163512972,-0.42121753340931506,0.3294296519136628,-0.394234132980887,-0.10987190246505528,-0.37633356565796955,0.03464635836900527,-0.0391648365600312,0.5105673418755405,0.5794718512910184,0.011764456005540472,-0.002988750983193063,0.2866555665335993,0.3051712963988917,0.36003266990179067,0.376017794455944,-0.0391648365600312,-0.06768967118565601,-0.055874186042513686,-0.005873014916987011,0.042134125680708436,0.31371574208932435,0.33531835825565526,0.364485214484366,0.5105673418755405,0.5794718512910184,-0.17857817911066695,-0.1992712115374235,-0.21748780404225718,0.24470444025720262,0.23101849982727501,0.21715694204289326,0.09611897158690419,0.1959469502742278,0.2566257123733769,-0.007251072305179046,-0.09387382773090419,-0.12295171655312445,0.12032155972336142,0.27713215437357896,-0.10648293151267918,0.5334531572827818,-0.04673565049440621,-0.027609678181205695,0.4541957750155979,0.11896075597904018,0.12297395249402783,0.05998468632487973,0.42457792929918126,0.37871172904123906,0.371533074550566,0.1703465160868712,0.46097221030779123,1.0,-0.6640475604477966,0.6769622863758741,-0.5298537278896123,0.6773193935064573,-0.47908250306635675,0.7445379815606061,-0.5546283489748095,0.3980411796460991,-0.3502415386603522,0.3671569275703824,0.14233578841447783,0.11172502715927608,0.04683931307699911,-0.0863477027060246,0.04486155516298133,0.2559981828382211,0.01919663961899805
alpha161,-0.494191970993089,0.009732199097725895,0.22396303578963556,-0.20699680149921326,0.22551591111998287,0.13731682915875595,0.1731912162968662,-0.08891904443592273,-0.33661032879802416,-0.5796066256312652,-0.566288190596157,0.03890640594681171,0.03758076203152892,-0.5128643252349322,-0.5249932737368628,-0.5651464599208155,-0.5746023125137103,-0.33661032879802416,-0.32748296847223746,-0.30808694244819945,-0.3377146937593738,-0.37137984197800805,-0.08842584927032537,-0.11837586249810972,-0.14674294822994371,-0.5796066256312652,-0.566288190596157,0.1513342244236881,0.1572475898569825,0.16447523844300443,-0.5632922996032783,-0.5391339622333948,-0.5076640324590467,-0.11295590147352089,-0.21492433363396185,-0.323014487010594,-0.3681591773631444,0.12322790735015889,0.14369392620773305,-0.1590693143047462,0.11015992716036274,0.14123576839977414,-0.4720750043597755,0.021031778253682683,-0.00932085416590237,-0.4711727808449825,-0.1764000116550077,-0.1222195252078716,-0.04260971869980224,-0.43483132616202425,-0.44577959440031484,-0.2627019756816637,-0.08010409712590147,-0.44920294588807674,-0.6640475604477966,1.0,-0.5744970238940189,0.7217182650036396,-0.49016308804648245,0.7710588594409371,-0.49584085814687723,0.804097251217352,-0.3452277600350079,0.3302701427523723,-0.28737243235320425,-0.14378060152137534,0.19229794989741772,0.29550895107060016,-0.08499911622349478,-0.04945179237047191,-0.2398681842898742,-0.11750977262685192
alpha162,0.40973559538225995,-0.009514654865148006,-0.2885937294888052,0.2053429902859969,-0.24573867643360028,-0.14830744216206831,-0.25411709840008323,-0.02622957338674197,0.048549394674310534,0.6579970446107298,0.5635375725970991,-0.0013647450319852425,0.02827143891132262,0.3451573034939658,0.3461077362967353,0.3896110970784597,0.3979558051352567,0.048549394674310534,0.004571477165989252,0.001870176489971601,0.02824133925890464,0.07562179908827162,0.1903252677165404,0.20480358522539116,0.23674028841097416,0.6579970446107298,0.5635375725970991,-0.18465351902464894,-0.2035125873983882,-0.22066289193799604,0.3773331401524917,0.3691440162880751,0.35444139546017817,-0.05593562247289035,0.053414002256095154,0.14697499529907468,0.08788191487647315,-0.13810615948589605,-0.15309184748503174,0.15746886239208632,0.22474894769468137,-0.04900018830940004,0.4439713733396422,-0.025267337276080267,0.008326180983650363,0.4455948090414696,0.07870127873039101,0.1071201052392307,0.002690330237195036,0.3129865785680135,0.4142338145872815,0.2774601956235173,0.08993341484566983,0.40725070849598055,0.6769622863758741,-0.5744970238940189,1.0,-0.8268567782583445,0.681958892996656,-0.5297566822296396,0.8262785677707585,-0.6886928646649192,0.39507893215303747,-0.39003365828878256,0.3877607608815218,0.1520900840304532,-0.0038642881780792415,-0.07005345470777001,-0.0319066087651274,0.038573885634861714,0.10668447223070919,0.04241894128224634
alpha163,-0.4190500477662101,-7.82691727141814e-05,0.2230498491535138,-0.18871702836152884,0.17463527439529672,0.1611708659847637,0.19286853183283167,-0.006142137491066268,-0.24765094912820929,-0.680261403499448,-0.5726218396961276,0.013705265795122077,0.0031576927391299657,-0.4757382063794218,-0.4849538662690901,-0.5192732730887399,-0.5242666718608211,-0.24765094912820929,-0.19982383124562822,-0.19203385032018444,-0.21366251710296594,-0.25396541619485863,-0.11396598361870032,-0.1444068889240782,-0.17077693104005637,-0.680261403499448,-0.5726218396961276,0.17167546273077353,0.18275677744502009,0.19391516088058192,-0.5282706317306721,-0.5138452355726845,-0.4899498484239701,0.01836247738704598,-0.09352498762466159,-0.20683868332364858,-0.2849894462698914,0.15037089262529454,0.16294638407472153,-0.17379028437620064,-0.020661529974532824,0.09628622396343078,-0.4287308048665195,0.012998970766676813,-0.012638159969663595,-0.47197070390133555,-0.11770762174588006,-0.1087693272467096,-0.0006172897595829724,-0.3700808267077866,-0.46626535818713843,-0.2668936904233954,-0.07109078059052473,-0.4407190597439955,-0.5298537278896123,0.7217182650036396,-0.8268567782583445,1.0,-0.5437587859867035,0.6884532129998503,-0.663588442018296,0.8418748434474836,-0.37734923664042536,0.38236260520071025,-0.34146966641416565,-0.15418226937657206,0.154401141368861,0.23881793597104303,-0.055716653645010744,-0.03887859590548481,-0.14380245245320655,-0.0964966510111777
alpha164,0.3274906569524431,-0.020791713166449146,-0.2882395981685882,0.21103359554682832,-0.22438759811985828,-0.0991706461364957,-0.26497797795872796,0.008234939799885585,-0.05829712409926627,0.5471793403059195,0.5024937399769392,-0.0008894167513398548,-0.027676994330288834,0.23405457689067113,0.25337203378938006,0.2971948910182011,0.3000318740101338,-0.05829712409926627,-0.09108532221341416,-0.09527068700096986,-0.039782634209628354,0.009141403475830163,0.2114428304679947,0.23537425639719528,0.2634211742816957,0.5471793403059195,0.5024937399769392,-0.1409763231163891,-0.15888823919609305,-0.17349086560892593,0.2429023418425987,0.23682487057708318,0.22724796161633573,-0.022002462618188636,0.06795291566324585,0.12874726454191127,0.007624086651127036,-0.09541403050572965,-0.10261203400447003,0.10647438724518768,0.15991398697131717,-0.021306140512726165,0.3850452283514023,-0.008062843766740699,-0.05856156120159824,0.33911647016499746,0.047072297504947826,0.05719459377744733,-0.01764133846720725,0.29146762863608844,0.32757175003928807,0.3246035628032956,0.07663947854580508,0.37067841639544236,0.6773193935064573,-0.49016308804648245,0.681958892996656,-0.5437587859867035,1.0,-0.6384580203433585,0.792585481874565,-0.5898544398764359,0.22407277262874734,-0.24868954553773337,0.21691490149978654,0.10890094846897502,0.049913647585877685,0.005029768981739308,-0.03397222209769356,0.04969913285798125,0.07857864703507657,0.06879747857359098
alpha165,-0.3433792396466862,0.03269276202723815,0.09696643085300591,-0.11022056434803351,0.09190534241904942,0.1404450731548191,0.045223558795998646,-0.1204267695164033,-0.24313774105489397,-0.5056206643138322,-0.4732386231844846,0.06910823273870682,0.016471959726075302,-0.38030817448052334,-0.3916982106727275,-0.43000077273584,-0.4364480539333885,-0.24313774105489397,-0.24631754904918823,-0.22611344543422396,-0.24746449178629165,-0.28599345723208625,0.029723509996596988,0.00507650624109706,-0.028018305502460535,-0.5056206643138322,-0.4732386231844846,0.16557662379736376,0.17003340779018813,0.17779387269512523,-0.4778637248673571,-0.4587037044356358,-0.4308989155765655,-0.032589650322918794,-0.12121029831063804,-0.21890099991756312,-0.28608744071231645,0.13772224024519225,0.13437036485867768,-0.15059679936170817,0.15481719278015585,0.08102076856635908,-0.34267314794515624,-0.029615074938289822,0.009176345142156572,-0.33520588283606323,-0.08434549192615025,-0.05693685852404421,0.004770815920522282,-0.31013485042336425,-0.37193778080551865,-0.2722543427885282,-0.014073053476767579,-0.36584860769588456,-0.47908250306635675,0.7710588594409371,-0.5297566822296396,0.6884532129998503,-0.6384580203433585,1.0,-0.5034735921325973,0.802172176952413,-0.24959100393350886,0.2082696759883883,-0.20512721083059615,-0.16134988990626292,0.13191354520520573,0.2281013748420182,-0.13918346413323493,-0.06547321408461759,-0.12860393340841747,-0.10698072742156968
alpha166,0.40530572804120324,-0.006568829764117256,-0.332851694696822,0.22705569265233505,-0.27023444549521125,-0.1250109197472968,-0.29713957328536483,-0.024285445394131487,-0.05921214481032397,0.6142502804926541,0.5547526864218797,0.007371763937856086,0.017246036647738886,0.27972923439294484,0.29427564019539626,0.3333557511399996,0.33992471305116284,-0.05921214481032397,-0.10104081881169058,-0.08406484236985844,-0.051309608075933814,0.001886173246841228,0.24344568728743385,0.26608807885695646,0.2875574849017079,0.6142502804926541,0.5547526864218797,-0.17409595013026033,-0.19612594921849288,-0.2153786745102941,0.28377598973820295,0.27739256258208217,0.2676089046282296,-0.049642566532706996,0.047764843615786076,0.12772235231298412,0.0074679081207834315,-0.1152412877017965,-0.1309335613079603,0.1317213815369732,0.25662371974727943,-0.08260378478684816,0.4591585395698136,-0.004708030596633216,-0.032099222322171946,0.44090813577722887,0.04137603674635345,0.08370900235860267,-0.0007350214902807292,0.2953473055294523,0.3678376380066945,0.2993877736559233,0.09449436077794754,0.3987064542265671,0.7445379815606061,-0.49584085814687723,0.8262785677707585,-0.663588442018296,0.792585481874565,-0.5034735921325973,1.0,-0.7008624855225783,0.36389984460361074,-0.35599817411189066,0.36665246143933267,0.13477901879536977,0.05256557143320592,0.004872676494060538,-0.0804224137055954,0.025636930081863546,0.11185209579816087,0.0555100593629956
alpha167,-0.4205470872107668,-0.00697816729113711,0.18264995424864017,-0.16535535418041516,0.15092921989300254,0.1592551541138665,0.1458824944065428,-0.07336983877893605,-0.29195520700711136,-0.6424088034219864,-0.5653696999576814,0.005340474784651609,0.012138771639465971,-0.48600758790389065,-0.500815043306509,-0.5329366344584567,-0.5401307878997567,-0.29195520700711136,-0.2523574446285666,-0.24779071968788519,-0.2678390590396034,-0.30589005005431014,-0.062205702468069356,-0.09780348963565708,-0.12053403725910734,-0.6424088034219864,-0.5653696999576814,0.1977493216405752,0.206940230368513,0.21776819967568917,-0.5595697715815345,-0.5378806578150132,-0.5085925847988924,-0.042569483331245175,-0.14605709286680363,-0.2612628778400935,-0.3238728922890666,0.14852693089667535,0.16119702718050305,-0.17237963772542997,0.0675777440464137,0.14131697815522218,-0.41872410714923847,-0.01899980857713771,-0.011502775249931358,-0.44820993786686375,-0.15401007750475162,-0.13059454287434324,0.003495730345660326,-0.3383994644458663,-0.4460489365129384,-0.28014205113713997,-0.03920007003789811,-0.4323149850949966,-0.5546283489748095,0.804097251217352,-0.6886928646649192,0.8418748434474836,-0.5898544398764359,0.802172176952413,-0.7008624855225783,1.0,-0.326709020919212,0.3326875339732865,-0.2820148995552935,-0.18399171974504758,0.1474344059527012,0.2502051330657747,-0.058356851633097305,-0.02092117271921014,-0.12101904243457916,-0.10069199919953033
alpha168,0.4268328206182239,-0.013694316202842383,-0.207603159847822,0.22923118181231458,-0.23044415782752498,-0.11789112759791742,-0.17349902775366233,0.14249381714913625,0.04599183627904496,0.39908800273460954,0.46348371998695864,-0.11377350926537659,0.04381314579810504,0.24257717369932863,0.2821151211894321,0.3070380172800459,0.34478091262160315,0.04599183627904496,0.03437103422708986,0.08653688587832506,0.09012044312059703,0.15111131572311853,0.08261551155662797,0.12142895656086478,0.1354837974643617,0.39908800273460954,0.46348371998695864,-0.08810234132939844,-0.09913997861409139,-0.11282533479016389,0.28424751151498956,0.2646220761063368,0.2447542325401578,-0.01059463511904085,0.09861065699640782,0.18714291974033317,0.1532289163858313,-0.11115204192171926,-0.12331349452045577,0.13222894985583347,0.06211282550394147,-0.12144259523479008,0.42714952842637266,-0.07193461510725281,-0.007925047068150094,0.3914605612173887,-0.04024885719790609,0.046513612206790164,0.061140445790831284,0.31868514194943615,0.36003143043100383,0.2170565427283474,0.13796412320724397,0.3485274301950705,0.3980411796460991,-0.3452277600350079,0.39507893215303747,-0.37734923664042536,0.22407277262874734,-0.24959100393350886,0.36389984460361074,-0.326709020919212,1.0,-0.7735984806762284,0.8714338156726446,0.06904600469813141,-0.043539637388837794,-0.13318709219095473,0.027885563308511885,0.04891318368994576,0.21598893480061143,0.05933405172141452
alpha169,-0.43568219782736417,-0.018101581858118877,0.31501819401234665,-0.27248317610826434,0.30860907156225476,0.11408629817044674,0.29472822374405633,-0.042667346940401134,-0.08442611048318709,-0.4803011095586837,-0.48611623212809485,0.01940407291974165,0.026380331312037757,-0.32052855808165287,-0.343951958380311,-0.37442514945211686,-0.39582481480345644,-0.08442611048318709,-0.06946392938071845,-0.08744387332315721,-0.07495274565737245,-0.13485803150617495,-0.21683118150420455,-0.2449532079692108,-0.26564333962929476,-0.4803011095586837,-0.48611623212809485,0.08724814247878673,0.10093775059062492,0.11483572523797306,-0.2927976502478293,-0.2735327172407865,-0.2520572491046977,-0.06101767883479573,-0.1612881829219311,-0.24358752999469124,-0.15822890956864044,0.10299160055284827,0.12344126014056638,-0.13341251115394157,-0.07765801297733295,0.08542394273543044,-0.46342269613341547,0.01753683759535853,0.021987417785394897,-0.4066748517846262,-0.026789379741852887,-0.09493139331092892,-0.09012095292004628,-0.35891514598399704,-0.3562481803055294,-0.25988812234912356,-0.19237293226160876,-0.37672681306476863,-0.3502415386603522,0.3302701427523723,-0.39003365828878256,0.38236260520071025,-0.24868954553773337,0.2082696759883883,-0.35599817411189066,0.3326875339732865,-0.7735984806762284,1.0,-0.6778297016659692,-0.06221064499744824,0.04739591915330775,0.12565002667097053,0.03125562307330436,-0.017069765439366766,-0.26939950010993224,-0.03359491355999345
alpha170,0.3023689562332773,-0.008624025547183901,-0.1533621737394033,0.15813717194495697,-0.1350895624559775,-0.0946305995906656,-0.11377963451557192,0.1397076011847952,0.015067059115444951,0.41773129543633797,0.45194246779620073,-0.10533815567174726,0.029980729646778958,0.18835671743346405,0.21531319863513756,0.23668503622339832,0.2651830424536332,0.015067059115444951,0.011329185103678911,0.05584947464501587,0.055326759719762406,0.10766210787890587,0.042882684128365406,0.06867475946658182,0.08228739890693404,0.41773129543633797,0.45194246779620073,-0.06916244815461778,-0.07908577513043166,-0.09122587039146539,0.2565436183654511,0.2430548795158842,0.22834097331249809,-0.0743350094211985,0.02254845373071327,0.10546997765108493,0.124921485861668,-0.08815449852990556,-0.09969766109427461,0.10891101292380086,0.13768450153650724,-0.09266694265562142,0.344713569840426,-0.07685301725742363,0.040342258578687715,0.3756333157835593,-0.08756921230855667,0.027849536160993418,0.06148968584161296,0.22420115801901863,0.3076863353712217,0.12239110021402899,0.10062476633108672,0.26959114833343645,0.3671569275703824,-0.28737243235320425,0.3877607608815218,-0.34146966641416565,0.21691490149978654,-0.20512721083059615,0.36665246143933267,-0.2820148995552935,0.8714338156726446,-0.6778297016659692,1.0,0.05142858656529296,-0.05030225179432526,-0.12502323187433598,0.07120263100053308,0.03043719439188597,0.09508894930801744,0.04940637847741078
alpha173,0.12101964652590931,-0.016998910853829294,0.1182138232963323,-0.11905147853043187,-0.07920232731796048,-0.6336988551572831,0.12964305989257485,0.04138372895271051,-0.23529255347025857,0.11154085464395343,0.17960515198982152,0.004159477713339405,0.0020401223412559047,0.24500381666372562,0.17426226551479723,0.17872422978113545,0.16927532835070463,-0.23529255347025857,-0.22360996618548099,-0.21083807820404862,-0.24851914215756662,-0.24410757755495321,-0.021830213472582034,-0.09577107451991515,-0.10897550729029626,0.11154085464395343,0.17960515198982152,-0.9969122599390985,-0.9923644436433031,-0.9854685063960495,0.28903769434077614,0.3037080706345383,0.33426440440092403,0.08307043935579464,0.05198574637563215,0.019121206898565814,-0.5611922476301295,-0.6490132496677393,-0.6120817569975588,0.5751350262329255,0.057409441142126455,-0.026685238070797875,0.08572398099488523,0.03216884585248192,-0.08785388688965355,0.05356235516420535,0.14174281202721087,0.02354424390235354,0.020360908720985303,-0.07137949230525734,-0.046818939891019665,0.1055875055870563,-0.04478970268842655,0.014486326658757142,0.14233578841447783,-0.14378060152137534,0.1520900840304532,-0.15418226937657206,0.10890094846897502,-0.16134988990626292,0.13477901879536977,-0.18399171974504758,0.06904600469813141,-0.06221064499744824,0.05142858656529296,1.0,0.7076437795224911,0.6472922099101075,0.016295483869990336,0.044189622310301525,-0.0227481935006574,0.025597479574164615
alpha174,0.04392668985116629,0.04956830241141706,-0.005654191399454648,-0.007855008077384361,-0.2162855289756872,-0.3430418575604932,-0.0035828368176219908,-0.041678413873360465,-0.5851885539296879,-0.21158713336836563,-0.01731599646696612,0.09911944089097259,0.040437293513394874,-0.20953423373066601,-0.27268027281894386,-0.2527870978130728,-0.2656189440745157,-0.5851885539296879,-0.5547356411755399,-0.5442989790342486,-0.552098294393446,-0.5474478027428419,0.14988847934445773,0.057486778432126004,0.05006974920660416,-0.21158713336836563,-0.01731599646696612,-0.7216601097323734,-0.7264250421046293,-0.7277964085405477,-0.3536497701119978,-0.34461584805770307,-0.31288787242091487,0.19843882503347163,0.1406371453616491,0.03143004803849123,-0.8968069728896632,-0.35751739230784796,-0.340390698919948,0.28062800143841726,0.39096078057966127,-0.06726422175552045,0.007750043946568147,0.007341270363523488,-0.09852891155753778,-0.12690979812987147,0.10743964674467146,0.04490283944124906,-0.006975128277439606,-0.21822946766221243,-0.3863669098581598,0.023355714971410983,0.04838759125561575,-0.22530022437955638,0.11172502715927608,0.19229794989741772,-0.0038642881780792415,0.154401141368861,0.049913647585877685,0.13191354520520573,0.05256557143320592,0.1474344059527012,-0.043539637388837794,0.04739591915330775,-0.05030225179432526,0.7076437795224911,1.0,0.9535274303762211,-0.22447262656028732,-0.008658638463005195,0.027857525579060315,0.01296518227169125
alpha175,-0.053067180435795176,0.0365093579485284,0.03973470926107452,-0.05412905927151621,-0.1534158591219579,-0.32029724515693897,0.027271245950377762,-0.08578394751906701,-0.6305594884899524,-0.28729229658009786,-0.11409980561479238,0.12634322559599284,0.052254184394759345,-0.29249290463968974,-0.3645988550461565,-0.3520102175254363,-0.3714765476845033,-0.6305594884899524,-0.6106916463235071,-0.6186099297107577,-0.6331088878190976,-0.6430642201404609,0.14150416039484917,0.040069418749998975,0.02685284631919188,-0.28729229658009786,-0.11409980561479238,-0.6562027772898049,-0.657340153749957,-0.6538158340142446,-0.45410405432510353,-0.4277269731216111,-0.37623149614022927,0.14012002082406208,0.027656624811504306,-0.1238168905830591,-0.9583201068383485,-0.3384400706920371,-0.3137928785052071,0.25367080861705743,0.3908244580717409,-0.022418585837329988,-0.07744367478152471,0.04334904133762949,-0.12048684275096633,-0.2051284789303349,0.08453812516310089,0.016563534201889267,-0.005014465214633693,-0.3024829451702834,-0.4782377637213066,-0.043034632696875186,0.034153376329761065,-0.31908645524095414,0.04683931307699911,0.29550895107060016,-0.07005345470777001,0.23881793597104303,0.005029768981739308,0.2281013748420182,0.004872676494060538,0.2502051330657747,-0.13318709219095473,0.12565002667097053,-0.12502323187433598,0.6472922099101075,0.9535274303762211,1.0,-0.23436695203945015,-0.010691011280847573,-0.0002303635597446298,-0.012873855016892451
alpha176,-0.055856991797374654,-0.6882384374065302,0.29437832786542645,-0.19521189917303916,0.3544467721684617,-0.11344323632689053,0.3194628010116452,0.19286702156873317,0.06515509531636246,0.0260299007471635,-0.0031926360176197824,-0.6848001468451909,-0.020884507229460586,-0.0955512220338019,-0.027487080317224015,-0.015989772411641682,0.01711917000608741,0.06515509531636246,0.11742033143990328,0.12423264389710707,0.11567684391357205,0.10310705090467338,-0.45291483761736434,-0.38171371608130744,-0.35104518972014803,0.0260299007471635,-0.0031926360176197824,-0.0007542122853418278,0.006907445634660168,0.011011829525192949,0.27075950133537574,0.27828859169584996,0.28098635716032055,-0.28154575241634444,-0.24355408161699946,-0.18689300612277762,0.1836255810626628,-0.158433858234994,-0.045776344776206304,0.10047494946727112,-0.29491343183747903,0.1414014538441018,-0.10176020625387461,-0.0830251336546492,0.1860602952757919,-0.009861929010061032,-0.19631257936912033,-0.4162734801862483,0.17709929978034344,0.004460972717322021,0.08207007715344632,-0.09833795143248564,-0.244454568982909,-0.01232147958477794,-0.0863477027060246,-0.08499911622349478,-0.0319066087651274,-0.055716653645010744,-0.03397222209769356,-0.13918346413323493,-0.0804224137055954,-0.058356851633097305,0.027885563308511885,0.03125562307330436,0.07120263100053308,0.016295483869990336,-0.22447262656028732,-0.23436695203945015,1.0,0.6286256536826756,-0.09028214515754333,0.0747992349756268
alpha178,0.13519301556147512,-0.9113786772192904,-0.05986707923481354,0.1338886813203464,-0.006058552613535564,-0.06582687809757445,-0.03975305268984256,0.05387120996853602,-0.08221429759261091,0.03522006647758576,0.09202679911702295,-0.45043248047248197,0.04451691425775763,0.08954299829334679,0.07652047896648413,0.07358484788390907,0.08198870314204088,-0.08221429759261091,-0.027648210576647434,0.015462426894232408,-0.012369769035185345,0.0033804791977144516,0.0416533209999394,0.030602580868566705,0.0394887092197317,0.03522006647758576,0.09202679911702295,-0.04920066908564518,-0.052069453146013966,-0.05528946994924638,0.08297741469097521,0.08600933507901637,0.09021712191402659,-0.07288525978738608,-0.04079424573998263,-0.030131164184301285,-0.001468360326218029,-0.07453340695847023,-0.03776534242382227,0.06855005145907532,-0.008179211032273885,-0.03809004233103405,0.0930591108164006,-0.0779729986589378,0.12186971015564087,0.06047341110439787,-0.0972020140030753,-0.3202574299851985,0.5271500457964765,0.12349460482983962,0.0653087331346463,-0.014510801370719193,0.2212938207973987,0.057389286179392665,0.04486155516298133,-0.04945179237047191,0.038573885634861714,-0.03887859590548481,0.04969913285798125,-0.06547321408461759,0.025636930081863546,-0.02092117271921014,0.04891318368994576,-0.017069765439366766,0.03043719439188597,0.044189622310301525,-0.008658638463005195,-0.010691011280847573,0.6286256536826756,1.0,0.06200693465416965,0.2674995987757879
