,alpha001,alpha002,alpha003,alpha008,alpha011,alpha013,alpha014,alpha015,alpha018,alpha021,alpha023,alpha027,alpha045,alpha048,alpha049,alpha050,alpha051,alpha052,alpha053,alpha054,alpha055,alpha056,alpha068,alpha070,alpha071,alpha073,alpha075,alpha076,alpha077,alpha078,alpha079,alpha080,alpha081,alpha085,alpha086,alpha087,alpha096,alpha098,alpha100,alpha103,alpha108,alpha109,alpha110,alpha111,alpha113,alpha116,alpha120,alpha122,alpha124,alpha142,alpha144,alpha146,alpha147,alpha148,alpha160,alpha161,alpha162,alpha163,alpha164,alpha165,alpha166,alpha167,alpha168,alpha169,alpha170,alpha173,alpha174,alpha175,alpha176,alpha178,alpha183,alpha187
alpha023,0.6389079257661148,-0.03968215382193559,-0.38833824238014847,0.3952506094760074,-0.3399418607067952,-0.2173826495426588,-0.37423998407794545,0.07292963097857873,0.08672203727385976,0.722653459671595,1.0,-0.026451118945739694,-0.012389514575068348,0.4551177048551473,0.4903359244356218,0.5395918107178783,0.5520807068166884,0.08672203727385977,0.05657044569201398,0.08447065974782501,0.10015748929311957,0.16785260641980462,0.2933159866356968,0.3296870049066323,0.35696093261713646,0.722653459671595,1.0,-0.20804343506110667,-0.2242159103249307,-0.23833860819779362,0.4727867464706595,0.45178183542948425,0.43083047040405775,0.08090581036437039,0.2016542588677023,0.2976089892747532,0.16836447206907265,-0.19180502698162633,-0.2320781228728932,0.247448934197633,0.23600625883533663,-0.224914422611214,0.7469993821848702,-0.018927488865234356,-0.035390919165348186,0.7917859752789426,0.1029234467563517,0.1347865545872163,0.12450334903836748,0.5576310611577535,0.6262835991327402,0.44962286980418076,0.21858846215855307,0.6509912917255675,0.5794718512910184,-0.566288190596157,0.5635375725970991,-0.5726218396961276,0.5024937399769392,-0.4732386231844846,0.5547526864218797,-0.5653696999576814,0.46348371998695864,-0.48611623212809485,0.45194246779620073,0.17960515198982152,-0.01731599646696612,-0.11409980561479238,-0.0031926360176197824,0.09202679911702295,0.25858647846145205,0.1546729420603324
alpha027,-0.09353767259884423,0.45532669114423613,-0.09228739505051484,0.09771936080724829,-0.11542226587231845,0.05811153890162741,-0.12169126782771482,-0.17281224057718017,0.09676439230533417,-0.010748145544720698,-0.026451118945739694,1.0,0.054158554093878604,0.18996683506583045,0.11645266471284885,0.058016744844814214,-0.04176790637127123,0.09676439230533423,0.058684537081290615,0.04046957404532962,0.027415362580725074,-0.014812035288457728,0.31829779069171843,0.25182124417066915,0.1988199593876498,-0.01074814554472071,-0.0264511189457397,-0.004400981467751621,-0.0030902511251165487,0.00045283242566580796,-0.1626243067274681,-0.16304890415814,-0.15788121998191415,0.2991776771679532,0.21909160750891457,0.1484415575648565,-0.06762568690833137,0.10250226458349518,0.013030435265015721,-0.05028761018966281,0.12511720185737027,-0.09588071039738612,-0.02170016940570221,0.16413031390318958,-0.21453948948290305,-0.04303803804468338,0.23861676560316344,0.5098209662687779,0.028123888896200808,-0.12448165558324945,-0.09801888526464142,0.0033801066198230556,0.3000504653058079,-0.06517664735344116,0.011764456005540472,0.03890640594681171,-0.0013647450319852425,0.013705265795122077,-0.0008894167513398548,0.06910823273870682,0.007371763937856086,0.005340474784651609,-0.11377350926537659,0.01940407291974165,-0.10533815567174726,0.004159477713339405,0.09911944089097259,0.12634322559599284,-0.6848001468451909,-0.45043248047248197,-0.000968368731231463,-0.103837945663336
alpha045,-0.029171429161752912,-0.06852318346035205,-0.0005016654847470762,0.03768427009085146,0.00598128401761997,0.025364074192952432,-0.029296664548509477,-0.09658996155740823,-0.009864027458550985,-0.04104611448665753,-0.012389514575068348,0.054158554093878604,1.0,0.0134574801910276,-0.014498377300120397,-0.015501717012268202,-0.020753241071186337,-0.009864027458550969,0.031100008951439023,0.00013665428084989363,0.00020162838468884884,-0.029361469664268124,0.06372888946732358,0.042077100323847615,0.038767941831766226,-0.04104611448665753,-0.01238951457506834,-0.001260494662613895,-0.0007542237870040492,-0.0013278044334959131,-0.06572101168807835,-0.06313122917247714,-0.05606083164489718,0.04118810246106874,0.009294334240376678,-0.012819717223240547,-0.03864065276630287,0.03338736009115893,0.016939052569426502,-0.01921977707388794,0.05543025891950446,-0.05156360670728924,-0.030348336619550213,0.03821773956806101,-0.0010761987908165752,-0.016695307168547387,0.036811945375362615,0.03246951499390058,0.08985901674160948,-0.09399431286628063,-0.058347557388448525,-0.03266930401959629,0.065554031032139,-0.06418745320355523,-0.002988750983193063,0.03758076203152892,0.02827143891132262,0.0031576927391299657,-0.027676994330288834,0.016471959726075302,0.017246036647738886,0.012138771639465971,0.04381314579810504,0.026380331312037757,0.029980729646778958,0.0020401223412559047,0.040437293513394874,0.052254184394759345,-0.020884507229460586,0.04451691425775763,-0.0225962108756974,-0.02626909023188224
alpha048,0.4269677891760688,-0.07914267911976691,-0.383607554691456,0.4235188332001008,-0.31151896450409866,-0.21015281387274526,-0.43077064934135445,-0.13950395955990424,0.4257645530408799,0.5193942816000652,0.4551177048551473,0.18996683506583045,0.0134574801910276,1.0,0.932261330167274,0.8878830271772096,0.8599003152823743,0.4257645530408799,0.4693068707549568,0.4662652227711969,0.4442477279428449,0.4988403930139045,0.5065378019056183,0.47248436204470534,0.4290079357426313,0.5193942816000652,0.4551177048551473,-0.2539432810323767,-0.259588091267118,-0.2623318141947817,0.7049894753882713,0.6841343632488982,0.6636661846442029,0.27466425767252906,0.3473765236232959,0.41983001069393666,0.4085291124615972,-0.17493200152550326,-0.22904122175056826,0.23748263916625925,-0.1086115786389381,-0.2655878468026697,0.4370189426217524,0.014577610822646463,-0.0473982599080154,0.4690256795114967,0.17863727853944328,0.26621822636193415,0.3602234154638426,0.4334110902759108,0.4979117976128202,0.2330024766776169,0.44031560882962245,0.47073359580005125,0.2866555665335993,-0.5128643252349322,0.3451573034939658,-0.4757382063794218,0.23405457689067113,-0.38030817448052334,0.27972923439294484,-0.48600758790389065,0.24257717369932863,-0.32052855808165287,0.18835671743346405,0.24500381666372562,-0.20953423373066601,-0.29249290463968974,-0.0955512220338019,0.08954299829334679,0.2047726885602054,0.0810521788221758
alpha049,0.49178208307353494,-0.06700885254499553,-0.4413730766772385,0.5191023111650445,-0.3416343538332344,-0.17452691860499134,-0.4918352958928603,-0.07047853348484816,0.41165273965790133,0.5477596798880584,0.4903359244356218,0.11645266471284885,-0.014498377300120397,0.932261330167274,1.0,0.950929921617563,0.9179631923066862,0.4116527396579013,0.45022512285279065,0.5204568863444142,0.5080840024117074,0.555922898187837,0.46781317386380533,0.5445677510122825,0.494597139250258,0.5477596798880584,0.49033592443562185,-0.18726103522119522,-0.19552824229829247,-0.20038971296122485,0.7220028448630599,0.6945755254744381,0.6670743041313596,0.25154220219038725,0.3585196793087579,0.4482924140118009,0.4749784175042983,-0.1448146809007537,-0.1889322382336075,0.20714334195026626,-0.12047241721366467,-0.31778544949492066,0.49214119518989824,-0.012527810739672202,-0.01738922482534409,0.5167725798086569,0.17008131043678065,0.20178525727645516,0.2964556058910098,0.5252603772310566,0.5708485400954161,0.30255256029167255,0.3940666661648596,0.552413756785811,0.3051712963988917,-0.5249932737368628,0.3461077362967353,-0.4849538662690901,0.25337203378938006,-0.3916982106727275,0.29427564019539626,-0.500815043306509,0.2821151211894321,-0.343951958380311,0.21531319863513756,0.17426226551479723,-0.27268027281894386,-0.3645988550461565,-0.027487080317224015,0.07652047896648413,0.22769424342241298,0.08445988068429165
alpha050,0.5660828377967843,-0.05292079015041863,-0.5325267994321906,0.6113019568302419,-0.4102104713638084,-0.16500773169187202,-0.5741209729900972,-0.03708605360765855,0.39495379063203856,0.5703530730694897,0.5395918107178783,0.058016744844814214,-0.015501717012268202,0.8878830271772096,0.950929921617563,1.0,0.970208336089872,0.39495379063203856,0.4205638812592808,0.486849893223446,0.5193539813347682,0.5629281170555454,0.485956771800889,0.5565047407123546,0.5758108170476328,0.5703530730694897,0.5395918107178783,-0.19723537683823075,-0.2090039855813598,-0.21703519066552385,0.7239082613683724,0.6936927957954251,0.6625010645189037,0.2617155202219773,0.38236645457761237,0.4820341556536748,0.4651552257370191,-0.13673784275969983,-0.17981247173903256,0.19797050948911538,-0.08868638679352328,-0.3250847210420512,0.5803095995976955,-0.02337810606623788,-0.002989887273059543,0.5583575372613836,0.17424763197918117,0.18314487109013974,0.25293900407507075,0.6055760730063406,0.6059682876550901,0.3524723234960628,0.37152686878212393,0.6100837376382949,0.36003266990179067,-0.5651464599208155,0.3896110970784597,-0.5192732730887399,0.2971948910182011,-0.43000077273584,0.3333557511399996,-0.5329366344584567,0.3070380172800459,-0.37442514945211686,0.23668503622339832,0.17872422978113545,-0.2527870978130728,-0.3520102175254363,-0.015989772411641682,0.07358484788390907,0.28899630540112164,0.11672312454234228
alpha051,0.5968774060692397,-0.05949052440065857,-0.5662962433734032,0.6012702935867732,-0.4250599973151023,-0.1667188059892904,-0.606763275935464,0.006538262995130944,0.39313817451775496,0.5777212512417049,0.5520807068166884,-0.04176790637127123,-0.020753241071186337,0.8599003152823743,0.9179631923066862,0.970208336089872,1.0,0.393138174517755,0.4127874241159776,0.467635218651379,0.5022604156136639,0.5635828470011292,0.4779068666776393,0.5428650097917105,0.5650620031332146,0.5777212512417049,0.5520807068166884,-0.18903445144322253,-0.20189454481562807,-0.21101066637676458,0.7393951219398196,0.7076911957664439,0.6740284096618442,0.2373947200063714,0.3729942498060605,0.4840847472190226,0.48194672787134524,-0.14005464887547173,-0.17840511494729602,0.20050134557703825,-0.08726017581163424,-0.3214223759301412,0.6060794443370279,-0.05718632520455658,0.03247087749452918,0.573890866141161,0.16672932667593648,0.17676448963873864,0.22922918979057014,0.6447413502516027,0.6418140160490847,0.3837139276153687,0.350202139747653,0.6458186234787775,0.376017794455944,-0.5746023125137103,0.3979558051352567,-0.5242666718608211,0.3000318740101338,-0.4364480539333885,0.33992471305116284,-0.5401307878997567,0.34478091262160315,-0.39582481480345644,0.2651830424536332,0.16927532835070463,-0.2656189440745157,-0.3714765476845033,0.01711917000608741,0.08198870314204088,0.30938932109479117,0.1321097814559771
alpha052,0.0941405740515231,0.0828862384958513,0.05423683637829021,0.013591721406899277,0.08734858209767517,0.09758151882405901,0.017942999885498398,-0.06709808022101513,1.0,0.2210729763440498,0.08672203727385977,0.09676439230533423,-0.009864027458550969,0.4257645530408799,0.4116527396579013,0.39495379063203856,0.393138174517755,1.0,0.8117132228808291,0.7212546950742058,0.7067281927915494,0.6928572702905185,-0.055491248215087136,-0.041417278984020485,-0.03919399786914846,0.22107297634404982,0.08672203727385976,0.25750435370716984,0.267675202572704,0.2767530474932501,0.3972217483886071,0.37158561977233084,0.33398648170369927,0.3254762039373237,0.31734109596136945,0.35384683102523856,0.7494306198297974,0.11661984274038052,0.09098294401447239,-0.05574358007615419,-0.4000510754546973,-0.01805330433302727,0.04945648044407997,-0.06966707822643584,0.10077734890054686,0.11212635679663897,0.43406411067782746,0.2563775121543101,0.07027808471979441,0.21734251463142074,0.3045382190493831,0.07964171840460588,-0.11118151201634095,0.22342482799196883,-0.0391648365600312,-0.33661032879802416,0.048549394674310534,-0.24765094912820929,-0.05829712409926627,-0.24313774105489397,-0.05921214481032397,-0.29195520700711136,0.04599183627904496,-0.08442611048318709,0.015067059115444951,-0.23529255347025857,-0.5851885539296879,-0.6305594884899524,0.06515509531636246,-0.08221429759261091,0.04130639996818932,0.07288959656717255
alpha053,0.08231544126472623,-0.011613409930124158,0.018049477272941226,0.054809229795272155,0.023639273739422664,0.11824028988312571,-0.001544042846279839,-0.032154791106227265,0.8117132228808291,0.17197808383102528,0.05657044569201398,0.058684537081290615,0.031100008951439023,0.4693068707549568,0.45022512285279065,0.4205638812592808,0.4127874241159776,0.8117132228808291,1.0,0.8485724132274942,0.7801434684306305,0.7667570765991264,-0.008770876693927529,-0.0004956929839020118,-0.01373017160129609,0.1719780838310253,0.05657044569201397,0.24710212217556704,0.2579129287550239,0.26656413226897807,0.38501764863055404,0.35455235911262967,0.3171898256801735,0.41420316297835197,0.39493299732517473,0.415481886911694,0.7245768948403037,0.13723629811499596,0.1079302587713113,-0.0753445949322151,-0.3895511917974228,-0.16913692199346508,0.059454667756884565,-0.0773129455259618,0.0936130431547282,0.11275262288122681,0.23850129208930104,0.11863723119172241,0.12907859932638882,0.20694961055409464,0.28076849952125404,0.035063924065943705,0.04025170233657378,0.19806598382052323,-0.06768967118565601,-0.32748296847223746,0.004571477165989252,-0.19982383124562822,-0.09108532221341416,-0.24631754904918823,-0.10104081881169058,-0.2523574446285666,0.03437103422708986,-0.06946392938071845,0.011329185103678911,-0.22360996618548099,-0.5547356411755399,-0.6106916463235071,0.11742033143990328,-0.027648210576647434,0.050139912119362084,0.027515200303410627
alpha054,0.12451461011476772,-0.037125546321905,-0.035462262597747776,0.1255240649575574,-0.011032784155595088,0.0953033670156112,-0.04647800941608988,0.004966823113344458,0.7212546950742058,0.17329204670487497,0.08447065974782501,0.04046957404532962,0.00013665428084989363,0.4662652227711969,0.5204568863444142,0.486849893223446,0.467635218651379,0.7212546950742058,0.8485724132274942,1.0,0.8823419475767378,0.8353098521971708,-0.0014758296319390617,0.06680147645911896,0.04178306899839727,0.17329204670487497,0.08447065974782506,0.23092509087088472,0.2399600984212853,0.24672220003825102,0.41421090427033663,0.37814653964179057,0.33668712639242887,0.4244387994654246,0.4314959660629179,0.45580362533794616,0.7273078140951665,0.1097676378047833,0.09175388105438718,-0.05202603948081683,-0.34269503914304683,-0.2678427089187139,0.11427664377844463,-0.05764712137435792,0.08355531571036508,0.174067139684311,0.20271192438135208,0.10710887537219042,0.13197896359129688,0.24430235229211014,0.31389588681357833,0.026635563776300015,0.07407311245244148,0.2158422342619063,-0.055874186042513686,-0.30808694244819945,0.001870176489971601,-0.19203385032018444,-0.09527068700096986,-0.22611344543422396,-0.08406484236985844,-0.24779071968788519,0.08653688587832506,-0.08744387332315721,0.05584947464501587,-0.21083807820404862,-0.5442989790342486,-0.6186099297107577,0.12423264389710707,0.015462426894232408,0.06728045258830927,0.06885342861618635
alpha055,0.17065291792117346,-0.00837254252521027,-0.10043388434326302,0.2053430993939019,-0.05613180508032898,0.11957221232799553,-0.11928919323853536,0.015343404176853035,0.7067281927915494,0.189192915137519,0.10015748929311957,0.027415362580725074,0.00020162838468884884,0.4442477279428449,0.5080840024117074,0.5193539813347682,0.5022604156136639,0.7067281927915494,0.7801434684306305,0.8823419475767378,1.0,0.9012144750381248,0.04004660616228027,0.11118061743233212,0.11775466414729883,0.189192915137519,0.10015748929311957,0.26335785764329417,0.26905909362540165,0.27254479274906684,0.4073371535832119,0.36670151688117014,0.31881770507923834,0.4332018773135185,0.4695200432648107,0.5101149658811724,0.7411362610680804,0.13582659994178986,0.11402252435303074,-0.07412390677328104,-0.33109840806942326,-0.32097471653149945,0.15533278195747852,-0.07230121848698577,0.07273816997370407,0.18901620219465087,0.2141082894567712,0.11953300727305104,0.09673726737158815,0.2935447052234559,0.32460022177843506,0.039741306477451194,0.06116982573984925,0.2350014091384974,-0.005873014916987011,-0.3377146937593738,0.02824133925890464,-0.21366251710296594,-0.039782634209628354,-0.24746449178629165,-0.051309608075933814,-0.2678390590396034,0.09012044312059703,-0.07495274565737245,0.055326759719762406,-0.24851914215756662,-0.552098294393446,-0.6331088878190976,0.11567684391357205,-0.012369769035185345,0.11916398457061983,0.0789514741077873
alpha056,0.22749320503631387,-0.019224520854752153,-0.18690101775014686,0.26297168058900006,-0.15828967775695804,0.1313019487889542,-0.20480365821197136,0.019473312122133008,0.6928572702905185,0.25183861857054396,0.16785260641980462,-0.014812035288457728,-0.029361469664268124,0.4988403930139045,0.555922898187837,0.5629281170555454,0.5635828470011292,0.6928572702905185,0.7667570765991264,0.8353098521971708,0.9012144750381248,1.0,0.11704656958914633,0.18353910405416415,0.18511785351915605,0.25183861857054396,0.1678526064198046,0.25539490634896944,0.25864488808143765,0.2604508867832738,0.42704873427623685,0.38173997875237586,0.3311763769559712,0.44039570248559134,0.5098519701690358,0.5593728849702407,0.7472902892160408,0.1468373987736896,0.12457107643839986,-0.08522989591038481,-0.28208515325662525,-0.34750575316452426,0.2303031286250009,-0.08405974007004172,0.09110677336125442,0.2584666435695625,0.21228278486597765,0.11004415514298761,0.1317118179992522,0.338827465011843,0.355584517827172,0.02824956859501811,0.10621496272219731,0.2700015619531523,0.042134125680708436,-0.37137984197800805,0.07562179908827162,-0.25396541619485863,0.009141403475830163,-0.28599345723208625,0.001886173246841228,-0.30589005005431014,0.15111131572311853,-0.13485803150617495,0.10766210787890587,-0.24410757755495321,-0.5474478027428419,-0.6430642201404609,0.10310705090467338,0.0033804791977144516,0.15161599894208508,0.04641893910058262
alpha068,0.43031482687868317,-0.00961614377986631,-0.8038037674680384,0.7988589278599612,-0.5858116309645539,0.1482596428583784,-0.9057552384452898,-0.31834734419416216,-0.055491248215087136,0.18957564917032807,0.2933159866356968,0.31829779069171843,0.06372888946732358,0.5065378019056183,0.46781317386380533,0.485956771800889,0.4779068666776393,-0.055491248215087136,-0.008770876693927529,-0.0014758296319390617,0.04004660616228027,0.11704656958914633,1.0,0.946195010360606,0.9232646178463375,0.18957564917032801,0.2933159866356969,-0.015602262576870175,-0.036411036777229025,-0.048555613507627673,-0.10022836311500025,-0.12192722831772813,-0.1331064719218942,0.455440330842644,0.48429290176177414,0.4365424434700697,-0.06381083983556253,0.19850988386209178,0.09741701590420199,-0.12155364658582735,0.39665642804634116,-0.36947940764223003,0.49132429855604287,-0.0019522201585016948,-0.0732985925239224,0.32898548826753327,0.1592581115226992,0.32071744894333787,0.3887879657576907,0.4193431739772341,0.18353791541185827,0.25155820879825236,0.6890237890816474,0.32374913233984737,0.31371574208932435,-0.08842584927032537,0.1903252677165404,-0.11396598361870032,0.2114428304679947,0.029723509996596988,0.24344568728743385,-0.062205702468069356,0.08261551155662797,-0.21683118150420455,0.042882684128365406,-0.021830213472582034,0.14988847934445773,0.14150416039484917,-0.45291483761736434,0.0416533209999394,0.3511241844322535,0.0669023775303039
alpha070,0.47311226392951605,-0.001349119367636154,-0.8411258049463644,0.8653542516519336,-0.5937439459460102,0.18154382531088714,-0.9487170513408828,-0.2637043623438668,-0.041417278984020485,0.23824205537567977,0.3296870049066323,0.25182124417066915,0.042077100323847615,0.47248436204470534,0.5445677510122825,0.5565047407123546,0.5428650097917105,-0.041417278984020485,-0.0004956929839020118,0.06680147645911896,0.11118061743233212,0.18353910405416415,0.946195010360606,1.0,0.9700572532082489,0.23824205537567977,0.3296870049066323,0.055486043096098094,0.03259783584492686,0.018662946883934422,-0.052229887683603114,-0.07936861020418248,-0.09754690362704682,0.4153918326486307,0.47576951557352665,0.4506211999529479,0.031035475243903318,0.22707595366673042,0.1351877642165405,-0.1481160096824442,0.36784522260729563,-0.4086887599817804,0.5295653284688708,-0.023028546425448337,-0.052271625126163866,0.37882362555293136,0.16061368836131906,0.2559478980710772,0.3325245916748333,0.4980328271120747,0.2625106470688847,0.31128117034256086,0.6359063179693885,0.40047953207295595,0.33531835825565526,-0.11837586249810972,0.20480358522539116,-0.1444068889240782,0.23537425639719528,0.00507650624109706,0.26608807885695646,-0.09780348963565708,0.12142895656086478,-0.2449532079692108,0.06867475946658182,-0.09577107451991515,0.057486778432126004,0.040069418749998975,-0.38171371608130744,0.030602580868566705,0.3624367190306837,0.06799289302333708
alpha071,0.5123318235047235,-0.003194798799983225,-0.8813537356559322,0.9086433019429719,-0.6229094232156962,0.1902068881702527,-0.9794488199780171,-0.23358349009802862,-0.03919399786914846,0.2521568194849867,0.35696093261713646,0.1988199593876498,0.038767941831766226,0.4290079357426313,0.494597139250258,0.5758108170476328,0.5650620031332146,-0.03919399786914846,-0.01373017160129609,0.04178306899839727,0.11775466414729883,0.18511785351915605,0.9232646178463375,0.9700572532082489,1.0,0.2521568194849867,0.35696093261713646,0.06568358003148596,0.040736002436866224,0.024482028284503233,-0.04236006403485333,-0.07055604194889023,-0.09167267977378427,0.39883734824513206,0.46883311129992405,0.45569879853710993,0.04127542063379222,0.2340468534908947,0.14498593914886573,-0.15569686177419795,0.37857764803659566,-0.39244686221296027,0.5751284100931003,-0.027932620658911233,-0.04075408911984144,0.3986040075214324,0.15807204016221096,0.23273186373538463,0.298715866818453,0.5472121457787323,0.2888107559727595,0.338404477408961,0.5990174201198903,0.43503049818335815,0.364485214484366,-0.14674294822994371,0.23674028841097416,-0.17077693104005637,0.2634211742816957,-0.028018305502460535,0.2875574849017079,-0.12053403725910734,0.1354837974643617,-0.26564333962929476,0.08228739890693404,-0.10897550729029626,0.05006974920660416,0.02685284631919188,-0.35104518972014803,0.0394887092197317,0.3960669768942149,0.08625027162369926
alpha073,0.4188710258618864,-0.006458805253588739,-0.27998638013422295,0.23528242703935598,-0.19396720672300735,-0.1850210580831438,-0.27953242027556097,-0.014814224784421055,0.22107297634404982,1.0,0.722653459671595,-0.01074814554472071,-0.04104611448665753,0.5193942816000652,0.5477596798880584,0.5703530730694897,0.5777212512417049,0.22107297634404982,0.1719780838310253,0.17329204670487497,0.189192915137519,0.25183861857054396,0.18957564917032801,0.23824205537567977,0.2521568194849867,1.0,0.722653459671595,-0.13803735149014318,-0.15267941757809358,-0.16455582122668672,0.5596165932139899,0.5422356641840472,0.5142829009147913,-0.0807491258007161,0.06069712914551531,0.19679575642677347,0.30997339712065813,-0.16821007171755994,-0.19329765056717596,0.2105806543979657,0.08616880729716843,-0.08410217469830339,0.5082798244243821,0.03050814434861987,-0.05182301513330982,0.6148545704521596,0.037801534225956245,0.10215762461102455,0.04934108493824452,0.40477955960697515,0.5826438812382215,0.32285155622464645,0.11716956798799348,0.5412222944759282,0.5105673418755405,-0.5796066256312652,0.6579970446107298,-0.680261403499448,0.5471793403059195,-0.5056206643138322,0.6142502804926541,-0.6424088034219864,0.39908800273460954,-0.4803011095586837,0.41773129543633797,0.11154085464395343,-0.21158713336836563,-0.28729229658009786,0.0260299007471635,0.03522006647758576,0.12102554144034693,0.04453968482611061
alpha075,0.6389079257661148,-0.03968215382193559,-0.38833824238014847,0.3952506094760074,-0.3399418607067952,-0.2173826495426588,-0.37423998407794545,0.07292963097857873,0.08672203727385976,0.722653459671595,1.0,-0.0264511189457397,-0.01238951457506834,0.4551177048551473,0.49033592443562185,0.5395918107178783,0.5520807068166884,0.08672203727385976,0.05657044569201397,0.08447065974782506,0.10015748929311957,0.1678526064198046,0.2933159866356969,0.3296870049066323,0.35696093261713646,0.722653459671595,1.0,-0.20804343506110667,-0.2242159103249307,-0.23833860819779362,0.4727867464706595,0.45178183542948425,0.43083047040405775,0.08090581036437039,0.2016542588677023,0.2976089892747532,0.16836447206907265,-0.19180502698162633,-0.2320781228728932,0.247448934197633,0.23600625883533663,-0.224914422611214,0.7469993821848702,-0.018927488865234356,-0.035390919165348186,0.7917859752789426,0.1029234467563517,0.1347865545872163,0.12450334903836748,0.5576310611577535,0.6262835991327402,0.44962286980418076,0.21858846215855307,0.6509912917255675,0.5794718512910184,-0.566288190596157,0.5635375725970991,-0.5726218396961276,0.5024937399769392,-0.4732386231844846,0.5547526864218797,-0.5653696999576814,0.46348371998695864,-0.48611623212809485,0.45194246779620073,0.17960515198982152,-0.01731599646696612,-0.11409980561479238,-0.0031926360176197824,0.09202679911702295,0.25858647846145205,0.1546729420603324
alpha076,-0.14873107239707506,0.020024232384571974,-0.07066158817344058,0.0812907052549322,0.11549942302167629,0.6214993309108081,-0.0858359088101574,-0.03782668457172168,0.25750435370716984,-0.13803735149014318,-0.20804343506110667,-0.004400981467751621,-0.001260494662613895,-0.2539432810323767,-0.18726103522119522,-0.19723537683823075,-0.18903445144322253,0.25750435370716984,0.24710212217556704,0.23092509087088472,0.26335785764329417,0.25539490634896944,-0.015602262576870175,0.055486043096098094,0.06568358003148596,-0.13803735149014318,-0.20804343506110667,1.0,0.9989495899645491,0.9954146476697289,-0.2890633265805736,-0.3025117994888208,-0.3312905625775623,-0.0831884929406971,-0.06314367431208504,-0.037572365018949706,0.5704995013341071,0.6359410731994933,0.6015016653735251,-0.5637272724030391,-0.0939754338320768,0.036372776195512165,-0.11851475005163067,-0.02898645646643524,0.09017552555263658,-0.07810097605885125,-0.13893976343771436,-0.03224211066261394,-0.02851549634474017,0.047873741399285914,0.025482015202981746,-0.12923533914092103,0.021212344319252105,-0.041240647826462154,-0.17857817911066695,0.1513342244236881,-0.18465351902464894,0.17167546273077353,-0.1409763231163891,0.16557662379736376,-0.17409595013026033,0.1977493216405752,-0.08810234132939844,0.08724814247878673,-0.06916244815461778,-0.9969122599390985,-0.7216601097323734,-0.6562027772898049,-0.0007542122853418278,-0.04920066908564518,0.002444849722463423,-0.029137263580277614
alpha077,-0.1654545333890673,0.021880491656131134,-0.04268647632750269,0.05886414437452414,0.1361334005046554,0.6120187004365762,-0.06022662200012504,-0.037227877186905865,0.267675202572704,-0.15267941757809358,-0.2242159103249307,-0.0030902511251165487,-0.0007542237870040492,-0.259588091267118,-0.19552824229829247,-0.2090039855813598,-0.20189454481562807,0.267675202572704,0.2579129287550239,0.2399600984212853,0.26905909362540165,0.25864488808143765,-0.036411036777229025,0.03259783584492686,0.040736002436866224,-0.15267941757809358,-0.2242159103249307,0.9989495899645491,1.0,0.998567812948808,-0.2907126779165971,-0.30324261397873187,-0.33063901163113457,-0.08396123708808408,-0.07080948354280182,-0.05014218204960356,0.5718573304253395,0.6258504384182322,0.5929739208365661,-0.554959239506653,-0.113515033971997,0.04217703600430696,-0.13783754299641096,-0.026699758785644907,0.0912513386707096,-0.09214959669158997,-0.13771843478267354,-0.037567377799510894,-0.03351731662318953,0.032319827791690244,0.011458948277523895,-0.14363467092471746,0.00790279300960762,-0.058317098286064926,-0.1992712115374235,0.1572475898569825,-0.2035125873983882,0.18275677744502009,-0.15888823919609305,0.17003340779018813,-0.19612594921849288,0.206940230368513,-0.09913997861409139,0.10093775059062492,-0.07908577513043166,-0.9923644436433031,-0.7264250421046293,-0.657340153749957,0.006907445634660168,-0.052069453146013966,-0.009912575675556954,-0.031587420610311896
alpha078,-0.17994054781204186,0.024155579398175316,-0.02163343021659318,0.04240525215454778,0.15179139243269366,0.5979557657636505,-0.043084051589373625,-0.04018127222727047,0.2767530474932501,-0.16455582122668672,-0.23833860819779362,0.00045283242566580796,-0.0013278044334959131,-0.2623318141947817,-0.20038971296122485,-0.21703519066552385,-0.21101066637676458,0.2767530474932501,0.26656413226897807,0.24672220003825102,0.27254479274906684,0.2604508867832738,-0.048555613507627673,0.018662946883934422,0.024482028284503233,-0.16455582122668672,-0.23833860819779362,0.9954146476697289,0.998567812948808,1.0,-0.2953839198410049,-0.3072885285556157,-0.33327134384919005,-0.08023415997277848,-0.07300228618280022,-0.058575044072280855,0.5691748449150208,0.6112095449455114,0.5796587827454566,-0.5416058052921394,-0.1277697582964619,0.04494818024083061,-0.152956457586018,-0.026122738190388295,0.09282482770662664,-0.10186150773301823,-0.1334004661885808,-0.04289324100694427,-0.036937601722354343,0.019917649052339125,-0.002810932484478403,-0.15394217669264387,-0.0013601859399370077,-0.07303851988948944,-0.21748780404225718,0.16447523844300443,-0.22066289193799604,0.19391516088058192,-0.17349086560892593,0.17779387269512523,-0.2153786745102941,0.21776819967568917,-0.11282533479016389,0.11483572523797306,-0.09122587039146539,-0.9854685063960495,-0.7277964085405477,-0.6538158340142446,0.011011829525192949,-0.05528946994924638,-0.019592416193189938,-0.033967495716702906
